word,hiragana,meaning,romaji,score,used,day
～に反して,～にはんして,"～에 반하여, ～와 달리",nihanshite,60,true,DAY 026
～にほかならない,～にほかならない,～에 다름 아니다,nihokanarani_n2,60,true,DAY 026
～ぬきで,～ぬきで,～없이,nukide,100,true,DAY 009
～のみならず,～のみならず,～뿐만 아니라,nominarazu,60,true,DAY 038
～ばかりか,～ばかりか,～뿐만 아니라,bakarika,100,true,DAY 009
～ばかりでなく,～ばかりでなく,～뿐만 아니라,bakaridenaku,60,true,DAY 038
～ものの,～ものの,～이지만,monono,60,true,DAY 039
～ものなら,～ものなら,～할 수만 있다면,mononara,60,true,DAY 039
～わけにはいかない,～わけにはいかない,～할 수는 없다,wakenihaikanai,60,true,DAY 040
～を通して,～をとおして,～을 통해,wotooshite,100,true,DAY 010
～を中心に,～をちゅうしんに,～을 중심으로,wochuushinni,60,true,DAY 040
～にもかかわらず,～にもかかわらず,～에도 불구하고,nimo_kakawarazu,95,true,DAY 027
～にしては,～にしては,～치고는,ni_shite_wa,95,true,DAY 027
～に応じて,～におうじて,～에 따라,ni_oujite_2,95,true,DAY 027
～に従って,～にしたがって,～에 따라,ni_shitagatte_2,95,true,DAY 027
～につき,～につき,"～당, ～에 대해",nitsuki,95,true,DAY 027
～に際し,～にさいし,～에 즈음하여,ni_saishi,95,true,DAY 027
～に伴って,～にともなって,"～에 따라, ～와 함께",ni_tomonatte,95,true,DAY 027
～に当たって,～にあたって,～에 즈음하여,ni_atatte_2,95,true,DAY 027
～に限って,～にかぎって,"～에 한해서, ～만은",ni_kagitte,95,true,DAY 027
～に限らず,～にかぎらず,～에 한하지 않고,ni_kagirazu,95,true,DAY 027
～に違いない,～にちがいない,～임에 틀림없다,ni_chigai_nai_2,95,true,DAY 028
～にしても,～にしても,"～라고 해도, ～이더라도",ni_shite_mo,95,true,DAY 028
～にしろ,～にしろ,"～라고 해도, ～이든, ～하더라도",ni_shiro,95,true,DAY 028
～にせよ,～にせよ,"～이든, ～라고 해도, ～하더라도",ni_seyo,95,true,DAY 028
～にせよ～にせよ,～にせよ～にせよ,"～이든 ～이든, ～하든 ～하든",ni_seyo_ni_seyo,95,true,DAY 028
～にかかわらず,～にかかわらず,～에 관계없이,ni_kakawarazu_2,95,true,DAY 028
～に加えて,～にくわえて,～에 더해,ni_kuwaete_2,95,true,DAY 029
～に先立って,～にさきだって,～에 앞서,ni_sakidatte,95,true,DAY 029
～に先立ち,～にさきだち,"～에 앞서, ～을 앞두고",ni_sakidachi,95,true,DAY 030
～を問わず,～をとわず,～을 불문하고,wo_to_wazu,95,true,DAY 030
～を中心に,～をちゅうしんに,～을 중심으로,wo_chuushin_ni_2,95,true,DAY 031
～をはじめ,～をはじめ,～을 비롯해,wo_hajime,95,true,DAY 031
～にわたって,～にわたって,～에 걸쳐,ni_watatte_2,95,true,DAY 032
～において,～において,"～에서, ～에 있어서",ni_oite_2,95,true,DAY 032
～をめぐって,～をめぐって,～을 둘러싸고,wo_megutte_2,95,true,DAY 033
～を問わず,～をとわず,～을 불문하고,wo_towazu,95,true,DAY 033
～に沿って,～にそって,～에 따라,ni_sotte,95,true,DAY 034
～をはじめとして,～をはじめとして,～을 비롯해,wo_hajime_to_shite,95,true,DAY 034
～に加え,～にくわえ,～에 더해,ni_kuwae,95,true,DAY 035
～のもとで,～のもとで,"～아래에서, ～밑에서",no_moto_de,95,true,DAY 035
～を前にして,～をまえにして,～을 앞에 두고,wo_mae_ni_shite,95,true,DAY 036
～にかけて,～にかけて,"～에 걸쳐, ～에 이르기까지",ni_kakete,95,true,DAY 036
～にわたる,～にわたる,～에 걸친,ni_wataru,95,true,DAY 037
～をめぐる,～をめぐる,～을 둘러싼,wo_meguru,95,true,DAY 037
～における,～における,～에 있어서의,ni_okeru,95,true,DAY 037
～にしてからが,～にしてからが,～라고 해도 벌써,ni_shite_kara_ga,95,true,DAY 037
〜にすぎない,〜にすぎない,〜에 지나지 않다,ni_suginai,50,true,DAY 053
〜に相違ない,〜にそういない,틀림없이 〜이다,ni_soui_nai,50,true,DAY 053
〜ざるを得ない,〜ざるをえない,〜하지 않을 수 없다,zaru_wo_enai,50,true,DAY 054
〜ものの,〜ものの,〜이기는 하지만,mono_no,50,true,DAY 054
〜限りでは,〜かぎりでは,〜한 바로는,kagiri_dewa,50,true,DAY 055
〜反面,〜はんめん,〜인 반면에,hanmen,50,true,DAY 055
〜つつある,〜つつある,점점 〜해 가고 있다,tsutsu_aru,50,false,
〜にほかならない,〜にほかならない,〜에 다름 아니다,ni_hokanaranai_n2,50,false,
〜に先立って,〜にさきだって,〜에 앞서,ni_sakidatte_2,50,false,
〜を問わず,〜をとわず,〜을 가리지 않고,wo_towazu_2,50,false,
～あまり,～あまり,너무 ～해서,amari_n2,50,false,
～一方だ,～いっぽうだ,점점 ～하기만 하다,ippou_da_n2,50,false,
～上で,～うえで,"～한 후에, ～하는 데 있어서",ue_de_n2,50,false,
～うちに,～うちに,～하는 동안에,uchi_ni_n2,50,false,
～かぎり,～かぎり,～하는 한,kagiri_n2,50,false,
～かぎりでは,～かぎりでは,～한 바로는,kagiri_dewa_n2,50,false,
～かねる,～かねる,～하기 어렵다,kaneru_n2,50,false,
～かのようだ,～かのようだ,마치 ～인 것 같다,ka_no_you_da,50,false,
～ことか,～ことか,얼마나 ～한지,koto_ka_n2,50,false,
～ことだから,～ことだから,～이니까,koto_dakara_n2,50,false,
～ことなく,～ことなく,～하지 않고,koto_naku_n2,50,false,
～最中に,～さいちゅうに,한창 ～하는 도중에,saichuu_ni,50,false,
～さえ,～さえ,～조차,sae_n2,50,false,
～さえ～ば,～さえ～ば,～하기만 하면,sae_ba_n2,50,false,
～次第では,～しだいでは,～여하에 따라서는,shidai_dewa_n2,50,false,
～せいで,～せいで,～때문에,sei_de_n2,50,false,
～だけましだ,～だけましだ,그나마 ～한 편이다,dake_mashi_da,50,false,
～っけ,～っけ,그랬었지?,kke_n2,50,false,
～つつ,～つつ,～하면서,tsutsu_n2,50,false,
～つもりだ,～つもりだ,～할 생각이다,tsumori_da_n2,50,false,
～というと,～というと,～라고 하면,to_iu_to_n2,50,false,
～というより,～というより,～라기보다,to_iu_yori_n2,50,false,
～といっても,～といっても,～라고 해도,to_itte_mo_n2,50,false,
～としても,～としても,설령 ～라고 해도,to_shite_mo_n2,50,false,
～としたら,～としたら,～라고 한다면,to_shitara_n2,50,false,
～ながら,～ながら,～하면서,nagara_n2,50,false,
～に代わって,～にかわって,～을 대신하여,ni_kawatte_n2,50,false,
～にこたえて,～にこたえて,～에 부응하여,ni_kotaete_n2,50,false,
～に対して,～にたいして,"～에 대해서, ～와 달리",ni_taishite_n2b,50,false,
～について,～について,～에 대해,ni_tsuite_n2,50,false,
～抜きにして,～ぬきにして,～은 빼고,nuki_ni_shite_n2,50,false,
～ばかりに,～ばかりに,～한 탓에,bakari_ni_n2,50,false,
～ば～ほど,～ば～ほど,～하면 할수록,ba_hodo_n2,50,false,
～ぶりに,～ぶりに,～만에,buri_ni_n2,50,false,
～向きだ,～むきだ,～에 적합하다,muki_da_n2,50,false,
～向きではない,～むきではない,～에 적합하지 않다,muki_dewa_nai_n2,50,false,
～ものか,～ものか,결코 ～할 리 없다,mono_ka_n2,50,false,
～ようとしない,～ようとしない,좀처럼 ～하려 하지 않는다,you_to_shinai_n2,50,false,
～わけがない,～わけがない,～할 리가 없다,wake_ga_nai_n2,50,false,
～わけではない,～わけではない,꼭 ～인 것은 아니다,wake_dewa_nai_n2,50,false,
～一方では,～いっぽうでは,다른 한편으로는 ～,ippou_dewa_n2,50,false,
～うえは,～うえは,～한 이상은,ue_wa_n2,50,false,
～からして,～からして,～부터가 이미,kara_shite_n2,50,false,
～ないこともない,～ないこともない,꼭 ～하지 않는 것도 아니다,nai_koto_mo_nai_n2,50,false,
～ぬく,～ぬく,끝까지 ～하다,nuku_n2,50,false,
