word,hiragana,meaning,romaji,score,used,day
従う,したがう,"(규칙을) 준수하다, 순종하다",shitagau,60,false,
したがって,したがって,그러므로 결과적으로,shitagatte,60,false,
親しい,したしい,"친밀한, 가까운 (예: 친구)",shitashii,60,false,
質,しつ,"품질, 성격 (사람의)",shitsu,60,false,
失業,しつぎょう,실업,shitsugyou,60,false,
湿気,しっけ,습기,shikke,60,false,
実験,じっけん,"실험실 작업, 실험",jikken,60,false,
実現,じつげん,"구현, 구체화, 실현",jitsugen,60,false,
実行,じっこう,"연습, 실행(예: 프로그램), 실현",jikkou,60,false,
実際,じっさい,"사실은, 실제로는",jissai,60,false,
実施,じっし,"집행, 실행, 운영",jisshi,70,false,
湿度,しつど,습기,shitsudo,60,false,
じっと,じっと,"참을성있게, 조용히",jitto,50,false,
実に,じつに,"정말로, 확실히",jitsuni,50,false,
実は,じつは,"실제로, 사실은",jitsuha,60,false,
失望,しつぼう,"실망, 절망",shitsubou,60,false,
実力,じつりょく,"능력, 힘",jitsuryoku,60,false,
支店,してん,지점(사무실),shiten,60,false,
指導,しどう,"리더십, 지도, 코칭",shidou,60,false,
自動,じどう,"자동, 자체 모션",jidou,60,false,
児童,じどう,"어린이, 청소년",jidou_2,60,false,
品,しな,"물건, 상품",shina,60,false,
支配,しはい,"규칙, 통제, 방향",shihai,60,false,
芝居,しばい,"연극, 드라마",shibai,60,false,
しばしば,しばしば,"자주, 또 다시",shibashiba,50,false,
芝生,しばふ,잔디,shibafu,60,false,
支払,しはらい,지불,shiharai,50,false,
支払う,しはらう,지불하다,shiharau,60,false,
死亡,しぼう,죽음,shibou,60,false,
資本,しほん,"자금, 자본",shihon,60,false,
姉妹,しまい,자매,shimai,60,false,
しまった (かん),しまった (かん),젠장!,shimatta_(kan),50,false,
自慢,じまん,자랑하다,jiman,60,false,
地味,じみ,"조용하다, 평범하다, 보수적이다",jimi,50,false,
示す,しめす,"보여주다, 나타내다",shimesu,60,false,
占める,しめる,"차지하다, 설명하다",shimeru,60,false,
湿る,しめる,"젖다, 축축하다",shimeru_2,60,false,
下,しも,아래,shimo,60,false,
霜,しも,서리,shimo_2,60,false,
借金,しゃっきん,"부채, 대출",shakkin,60,false,
しゃべる,しゃべる,"이야기하다, 수다를 떨다",shaberu,50,false,
週,しゅう,주,shuu,50,false,
州,しゅう,"주, 지방",shuu_2,50,false,
銃,じゅう,총,juu,60,false,
周囲,しゅうい,"주변 환경, 둘레, 환경",shuui,60,false,
収穫,しゅうかく,"추수하다, 수확하다, 모으다",shuukaku,60,false,
宗教,しゅうきょう,종교,shuukyou,60,false,
重視,じゅうし,"중요성, 스트레스",juushi,60,false,
就職,しゅうしょく,취업,shuushoku,60,false,
ジュース,ジュース,"주스, 청량음료, 듀스",juusu,50,false,
修正,しゅうせい,"수정, 정정",shuusei,60,false,
重体,じゅうたい,"중병, 위독한 상태",juutai,50,false,
渋滞,じゅうたい,"혼잡(예: 교통), 지연",juutai_2,60,false,
重大,じゅうだい,"진지한, 중요한",juudai,60,false,
住宅,じゅうたく,"거주자, 주택",juutaku,60,false,
集団,しゅうだん,"단체, 대중",shuudan,60,false,
集中,しゅうちゅう,"집중, 마음을 집중하다",shuuchuu,60,false,
収入,しゅうにゅう,수입,shuunyuu,60,false,
住民,じゅうみん,주민,juumin,60,false,
重要,じゅうよう,"중요한, 필수적인",juuyou,60,false,
修理,しゅうり,"수리하다, 수선하다",shuuri,60,false,
主義,しゅぎ,"교리, 원인, 원리",shugi,60,false,
宿泊,しゅくはく,하숙,shukuhaku,60,false,
手術,しゅじゅつ,수술,shujutsu,60,false,
首相,しゅしょう,총리,shushou,60,false,
手段,しゅだん,"수단, 방법, 측정",shudan,60,false,
主張,しゅちょう,주장,shuchou,60,false,
出場,しゅつじょう,참여,shutsujou,50,false,
出身,しゅっしん,출신,shusshin,60,false,
出版,しゅっぱん,출판,shuppan,60,false,
首都,しゅと,수도,shuto,60,false,
主婦,しゅふ,주부,shufu,60,false,
主要,しゅよう,"수석, 주요",shuyou,60,false,
需要,じゅよう,수요,juyou,60,false,
種類,しゅるい,"다양하다, 친절하다",shurui,60,false,
順,じゅん,"주문하다, 돌리다",jun,60,false,
瞬間,しゅんかん,"순간, 초",shunkan,60,false,
順調,じゅんちょう,잘 지내,junchou,60,false,
順番,じゅんばん,"(일렬로) 차례, 사물의 순서",junban,60,false,
使用,しよう,"용도(使уと(츠카우코토)와 동일), 신청, 고용, 활용",shiyou,60,false,
小,しょう,작은,shou,50,false,
章,しょう,"장, 섹션, 메달",shou_2,60,false,
賞,しょう,"상, 수상",shou_3,60,false,
上,じょう,"첫 번째 볼륨, 우수한 품질, 정부",jou,80,false,
障害,しょうがい,장애물,shougai,60,false,
奨学金,しょうがくきん,장학금,shougakukin,60,false,
乗客,じょうきゃく,승객,joukyaku,60,false,
上京,じょうきょう,수도(도쿄)로 이동,joukyou,60,false,
状況,じょうきょう,"상태, 상황",joukyou_2,60,false,
条件,じょうけん,"조건, 약관",jouken,60,false,
正午,しょうご,정오,shougo,60,false,
正直,しょうじき,"정직, 성실, 솔직함",shoujiki,60,false,
常識,じょうしき,상식,joushiki,60,false,
少女,しょうじょ,젊은 처녀,shoujo,60,false,
少々,しょうしょう,"조금, 짧은 (시간)",shoushou,50,false,
症状,しょうじょう,"증상, 상태",shoujou,60,false,
生じる,しょうじる,발생하다,shoujiru,70,false,
状態,じょうたい,"상태, 상황",joutai,60,false,
上達,じょうたつ,"개선, 발전",joutatsu,60,false,
冗談,じょうだん,농담,joudan,60,false,
上等,じょうとう,"일등석, 아주 좋아",joutou,60,false,
衝突,しょうとつ,"충돌, 갈등",shoutotsu,60,false,
商人,しょうにん,"상인, 가게 주인",shounin,60,false,
承認,しょうにん,"인정, 승인",shounin_2,60,false,
少年,しょうねん,"소년, 청소년",shounen,60,false,
商売,しょうばい,"무역, 사업, 상업",shoubai,60,false,
消費,しょうひ,"소비, 지출",shouhi,60,false,
商品,しょうひん,상품,shouhin,60,false,
賞品,しょうひん,"상금, 트로피",shouhin_2,60,false,
消防,しょうぼう,"소방, 소방서",shoubou,60,false,
情報,じょうほう,"정보, (군) 정보",jouhou,60,false,
証明,しょうめい,"증명, 검증",shoumei,60,false,
省略,しょうりゃく,"생략, 약어, 요약",shouryaku,60,false,
女王,じょおう,여왕,joou,60,false,
職,しょく,고용,shoku,60,false,
職業,しょくぎょう,"직업, 사업",shokugyou,60,false,
食卓,しょくたく,식탁,shokutaku,60,false,
食品,しょくひん,식료품,shokuhin,60,false,
植物,しょくぶつ,"식물, 초목",shokubutsu,60,false,
食物,しょくもつ,"식품, 식료품",shokumotsu,60,false,
食欲,しょくよく,식욕 (음식에 대한),shokuyoku,60,false,
食料,しょくりょう,음식,shokuryou,60,false,
食糧,しょくりょう,"규정, 배급",shokuryou_2,60,false,
書斎,しょさい,"공부, 서재",shosai,60,false,
女子,じょし,"여자, 소녀",joshi,60,false,
助手,じょしゅ,"도우미, 보조자",joshu,60,false,
徐々に,じょじょに,"천천히, 조금씩",jojoni,50,false,
署名,しょめい,서명,shomei,60,false,
書物,しょもつ,서적,shomotsu,60,false,
女優,じょゆう,여배우,joyuu,60,false,
処理,しょり,"처리, 처분",shori,60,false,
書類,しょるい,"문서, 공문서",shorui,60,false,
知らせ,しらせ,알아채다,shirase,60,false,
尻,しり,"엉덩이, 밑",shiri,60,false,
知合い,しりあい,아는 사람,shiriai,50,false,
印,しるし,"표시, 상징, 증거",shirushi,60,false,
城,しろ,성,shiro,60,false,
進学,しんがく,대학에 진학하다,shingaku,60,false,
神経,しんけい,"신경, 민감성",shinkei,60,false,
真剣,しんけん,진지함,shinken,60,false,
信仰,しんこう,"(종교적인) 신앙, 신앙",shinkou,60,false,
信号,しんごう,"신호등, 신호, 세마포어",shingou,60,false,
人工,じんこう,"인공적인, 사람이 만든, 인간의 작품",jinkou,60,false,
深刻,しんこく,심각한,shinkoku,60,false,
診察,しんさつ,(환자의) 건강진단,shinsatsu,60,false,
人種,じんしゅ,인종(사람의),jinshu,60,false,
信じる,しんじる,믿다,shinjiru,60,false,
人生,じんせい,(인간) 생명(예: 임신에서 죽음까지),jinsei,50,false,
親戚,しんせき,친척,shinseki,60,false,
新鮮,しんせん,신선한,shinsen,60,false,
心臓,しんぞう,마음,shinzou,60,false,
身体,しんたい,몸,shintai,50,false,
身長,しんちょう,"키(신체), 키",shinchou,60,false,
慎重,しんちょう,신중하다,shinchou_2,60,false,
審判,しんぱん,"심판원, 심판",shinpan,60,false,
人物,じんぶつ,"성격, 재능 있는 사람",jinbutsu,60,false,
進歩,しんぽ,"개선, 진보, 발전",shinpo,60,false,
親友,しんゆう,"친한 친구, 친구",shinyuu,50,false,
信用,しんよう,"자신감, 의존성",shinyou,50,false,
信頼,しんらい,"의존, 신뢰, 확신",shinrai,60,false,
心理,しんり,심리,shinri,60,false,
人類,じんるい,인류,jinrui,60,false,
巣,す,"둥지, 번식지",su,60,false,
酢,す,식초,su_2,50,false,
図,ず,"그림, 일러스트레이션",zu,60,false,
水準,すいじゅん,"레벨, 표준",suijun,60,false,
推薦,すいせん,추천,suisen,60,false,
スイッチ,スイッチ,스위치,suitchi,50,false,
睡眠,すいみん,잠,suimin,60,false,
数,すう,숫자,suu,60,false,
数字,すうじ,"숫자, 그림",suuji,60,false,
スープ,スープ,(서양) 수프,suupu,50,false,
末,すえ,"끝, 가루",sue,60,false,
姿,すがた,"모습, 모양",sugata,60,false,
スキー,スキー,스키,sukii,50,false,
救う,すくう,"～로부터 구출하다, 돕다",sukuu,60,false,
すくなくとも,すくなくとも,적어도,sukunakutomo,50,false,
優れる,すぐれる,능가하다,sugureru,60,false,
スケート,スケート,스케이트,sukeeto,50,false,
スケジュール,スケジュール,일정,sukejuuru,50,false,
少しも,すこしも,조금도 아닌 무엇이든,sukoshimo,50,false,
過ごす,すごす,"(시간을) 보내다, 보내다",sugosu,60,false,
筋,すじ,"근육, 끈, 선",suji,60,false,
進める,すすめる,"전진하다, 촉진하다, 서두르다",susumeru,60,false,
勧める,すすめる,"(누군가에게) (어떤 일을) 하라고 촉구하다, 추천하다",susumeru_2,60,false,
スター,スター,별,sutaa,50,false,
スタイル,スタイル,스타일,sutairu,50,false,
スタンド,スタンド,서다,sutando,50,false,
頭痛,ずつう,두통,zutsuu,60,false,
ずっと,ずっと,"오랫동안, 항상, 연",zutto,60,false,
すっぱい,すっぱい,"신맛, 산성",suppai,50,false,
すてき,すてき,"사랑스럽다, 훌륭하다",suteki,50,false,
既に,すでに,벌써 (も도 마찬가지),sudeni,50,false,
すなわち,すなわち,"즉, 예를 들어",sunawachi,60,false,
スピーチ,スピーチ,연설,supiichi,50,false,
全て,すべて,"전부, 전체, 전적으로",subete,60,false,
済ませる,すませる,끝나다,sumaseru,60,false,
角,すみ,모서리,sumi,70,false,
墨,すみ,잉크,sumi_2,50,false,
すみません (かん),すみません (かん),"미안, 실례해",sumimasen_(kan),50,false,
澄む,すむ,"(날씨 등) 맑아지다, 투명해지다",sumu,50,false,
清む,すむ,"(날씨 등) 맑아지다, 투명해지다",sumu_2,50,false,
刷る,する,인쇄하다,suru,50,false,
為る,する,"～을 하다, 시도하다",suru_2,50,false,
鋭い,するどい,"뾰족한, 날카로운",surudoi,60,false,
すれ違う,すれちがう,서로 지나가다,surechigau,50,false,
ずれる,ずれる,"움직여, 요점에서 벗어나",zureru,50,false,
正,せい,"(논리적) 사실, 일반",sei,60,false,
生,せい,출생,sei_2,60,false,
性,せい,성별,sei_3,60,false,
姓,せい,성,sei_4,50,false,
所為,せい,"원인, 이유, 결점",sei_5,60,false,
税,ぜい,세,zei,50,false,
性格,せいかく,성격,seikaku,60,false,
正確,せいかく,"정확한, 시간 엄수",seikaku_2,60,false,
世紀,せいき,세기,seiki,60,false,
請求,せいきゅう,요구하다,seikyuu,60,false,
税金,ぜいきん,"세금, 의무",zeikin,60,false,
清潔,せいけつ,깨끗한,seiketsu,60,false,
制限,せいげん,"제한, 제지",seigen,60,false,
成功,せいこう,"성공, 히트",seikou,60,false,
正式,せいしき,"공식적인, 형식적인",seishiki,60,false,
性質,せいしつ,"성격, 재산, 처분",seishitsu,60,false,
精神,せいしん,"마음, 영혼",seishin,60,false,
成人,せいじん,성인,seijin,60,false,
精々,せいぜい,기껏해야,seizei,50,false,
成績,せいせき,"성적(예: 시험), 학업 기록",seiseki,60,false,
製造,せいぞう,"제조, 생산",seizou,60,false,
贅沢,ぜいたく,사치,zeitaku,60,false,
成長,せいちょう,성장,seichou,60,false,
生長,せいちょう,성장,seichou_2,50,false,
制度,せいど,"시스템, 기관",seido,60,false,
青年,せいねん,"젊음, 청년",seinen,60,false,
生年月日,せいねんがっぴ,생년월일,seinengappi,50,false,
製品,せいひん,"공산품, 완제품",seihin,60,false,
政府,せいふ,"정부, 행정",seifu,60,false,
生物,せいぶつ,"생물, 유기체",seibutsu,60,false,
生命,せいめい,삶,seimei,60,false,
整理,せいり,"정렬, 배열",seiri,60,false,
咳,せき,기침,seki,60,false,
石炭,せきたん,석탄,sekitan,60,false,
責任,せきにん,"의무, 책임",sekinin,60,false,
石油,せきゆ,"석유, 등유",sekiyu,60,false,
世間,せけん,"세상, 사회",seken,60,false,
説,せつ,이론,setsu,60,false,
積極的,せっきょくてき,"긍정적인, 적극적인",sekkyokuteki,60,false,
設計,せっけい,"계획, 디자인",sekkei,60,false,
絶対,ぜったい,"확실히, 어김없이, 절대성",zettai,60,false,
セット,セット,세트,setto,50,false,
愛,あい,사랑,ai,60,false,
相変わらず,あいかわらず,"언제나처럼, 평소처럼",aikawarazu,60,false,
愛情,あいじょう,"사랑, 애정",aijou,60,false,
合図,あいず,"서명하다, 신호하다",aizu,60,false,
アイスクリーム,アイスクリーム,아이스크림,aisukuriimu,50,false,
愛する,あいする,사랑하다,aisuru,60,false,
相手,あいて,"파트너, 수신인, 당신과 이야기하고 있는 사람",aite,60,false,
あいにく,あいにく,안타깝게도,ainiku,50,false,
遭う,あう,"만나다, 만나다 (바람직하지 않은 뉘앙스)",au,50,false,
アウト,アウト,밖으로,auto,50,false,
明かり,あかり,"등불, 빛 (일반적으로)",akari,60,false,
空き,あき,"공석, 개방, 공간",aki,60,false,
明らか,あきらか,"명백한, 명확한",akiraka,60,false,
諦める,あきらめる,포기하다,akirameru,60,false,
飽きる,あきる,"싫증내다, 흥미를 잃다",akiru,60,false,
握手,あくしゅ,악수,akushu,60,false,
悪魔,あくま,"악마, 악령",akuma,60,false,
明ける,あける,"새벽이 되다, 대낮이 되다",akeru,60,false,
揚げる,あげる,"들어 올리다, 튀기다",ageru,50,false,
挙げる,あげる,"키우다, 나열하다, 인용하다",ageru_2,50,false,
預かる,あずかる,(누군가)를 위해 (무엇)을 유지하다,azukaru,50,false,
預ける,あずける,"구금하다, 예치하다",azukeru,60,false,
汗,あせ,땀,ase,60,false,
与える,あたえる,주다,ataeru,60,false,
温かい,あたたかい,따뜻한,atatakai,50,false,
暖まる,あたたまる,워밍업하다,atatamaru,50,false,
温まる,あたたまる,몸을 따뜻하게 하다,atatamaru_2,50,false,
暖める,あたためる,(누군가/무엇에게) 따뜻하게 하다,atatameru,50,false,
温める,あたためる,"따뜻하게 하다, 가열하다",atatameru_2,60,false,
辺り,あたり,근처,atari,60,false,
当たり前,あたりまえ,"보통의, 흔한, 명백한",atarimae,50,false,
当たる,あたる,"맞다, 성공하다",ataru,60,false,
あちこち,あちこち,이리저리,achikochi,50,false,
扱う,あつかう,"다루다, 처리하다",atsukau,60,false,
集まり,あつまり,"모임, 수집",atsumari,60,false,
当てる,あてる,"치다, 신청하다",ateru,50,false,
跡,あと,"추적하다, 유적, 흉터",ato,60,false,
穴,あな,구멍,ana,60,false,
油,あぶら,기름,abura,60,false,
脂,あぶら,지방,abura_2,50,false,
誤り,あやまり,오류,ayamari,60,false,
粗,あら,결점,ara,50,false,
嵐,あらし,폭풍,arashi,60,false,
争う,あらそう,"논쟁하다, 싸우다",arasou,60,false,
新た,あらた,"새로운, 신선한",arata,60,false,
あらゆる,あらゆる,"모두, 매",arayuru,50,false,
表す,あらわす,"표현하다, 보여주다",arawasu,60,false,
現す,あらわす,"보여주다, 나타나다, 드러내다",arawasu_2,50,false,
著す,あらわす,"집필하다, 출판하다",arawasu_3,50,false,
現れ,あらわれ,"표현, 표시, 기호",araware,50,false,
現れる,あらわれる,"나타나다 (v.i.), 눈에 띄게 되다, 표현하다",arawareru,60,false,
ありがとう,ありがとう,감사합니다,arigatou,50,false,
在る; 有る,ある,"살아가다, 존재하다",aru,50,false,
或,ある,"특정..., 일부...",aru_2,50,false,
あるいは,あるいは,아니면 아마도,aruiha,60,false,
アルバム,アルバム,앨범,arubamu,50,false,
泡,あわ,거품,awa,60,false,
合わせる,あわせる,결합하다,awaseru,60,false,
慌てる,あわてる,당황하다,awateru,60,false,
哀れ,あわれ,"무력한, 불쌍한, 한심한",aware,60,false,
案,あん,"계획, 제안",an,60,false,
案外,あんがい,뜻밖에,angai,60,false,
暗記,あんき,"암기, 마음으로 학습",anki,60,false,
安定,あんてい,"안정성, 균형",antei,60,false,
あんなに,あんなに,그 정도,annani,50,false,
あんまり,あんまり,별로,anmari,50,false,
胃,い,위,i,60,false,
委員,いいん,위원회 위원,iin,60,false,
意外,いがい,"예상치 못한, 놀라운",igai,60,false,
行き,いき,가고 있다,iki,60,false,
行き,ゆき,가고 있다,yuki,60,false,
息,いき,호흡,iki_2,60,false,
勢い,いきおい,"힘, 활력, 추진력",ikioi,60,false,
生き物,いきもの,생물,ikimono,60,false,
いけない,いけない,"하지 말아야 할 것, 나쁜 것, 잘못된 것",ikenai,50,false,
医師,いし,의사,ishi,60,false,
意思,いし,"의도, 목적",ishi_2,60,false,
意志,いし,의지,ishi_3,60,false,
維持,いじ,"유지, 보존",iji,60,false,
意識,いしき,"의식, 감각",ishiki,60,false,
異常,いじょう,"이상함, 무질서",ijou,60,false,
意地悪,いじわる,"악의적인, 못된, 불친절한",ijiwaru,60,false,
泉,いずみ,"봄, 분수",izumi,60,false,
いずれ,いずれ,"어디서, 어느, 누구",izure,50,false,
以前,いぜん,"과거에, ～ 전에",izen,60,false,
板,いた,판자,ita,60,false,
偉大,いだい,위대,idai,60,false,
抱く,いだく,"붙잡다 (v.t.) (서면 표현), 포옹하다, 품다",idaku,60,false,
いたずら,いたずら,"속임수, 장난",itazura,50,false,
いただきます,いただきます,식사 전 감사의 표현,itadakimasu,50,false,
痛み,いたみ,"고통, 아프다",itami,60,false,
至る,いたる,"오다, 도착하다",itaru,60,false,
市,いち,"시장, 박람회",ichi,60,false,
位置,いち,"장소, 위치",ichi_2,60,false,
一時,いちじ,"한동안, 일시적으로",ichiji,60,false,
一度に,いちどに,한꺼번에,ichidoni,60,false,
市場,いちば,"시장, 바자회",ichiba,60,false,
いつか,いつか,언젠가,itsuka,50,false,
一家,いっか,"가족, 씨족",ikka,60,false,
一種,いっしゅ,"종, 종류, 다양성",isshu,60,false,
一瞬,いっしゅん,순간,isshun,60,false,
一生,いっしょう,(사람의) 일생 동안,isshou,60,false,
一層,いっそう,훨씬 더,issou,60,false,
一体,いったい,"하나의 개체, 몸, 도대체 뭐야?, 일반적으로",ittai,60,false,
一致,いっち,"합의, 적합성",itchi,60,false,
いつでも,いつでも,"(at) 언제든지, 언제나",itsudemo,50,false,
いつのまにか,いつのまにか,알기도 전에,itsunomanika,50,false,
一般,いっぱん,"일반, 평균",ippan,60,false,
一方,いっぽう,"반면에, 그 동안에",ippou,60,false,
いつまでも,いつまでも,영원히,itsumademo,50,false,
移動,いどう,"이주, 이동",idou,60,false,
従兄弟,いとこ,사촌(남자),itoko,60,false,
従姉妹,いとこ,사촌(여),itoko_2,50,false,
稲,いね,벼,ine,60,false,
居眠り,いねむり,"졸다, 꾸벅꾸벅 졸다",inemuri,60,false,
命,いのち,삶,inochi,60,false,
違反,いはん,"(법률을) 위반하다, 위반하다",ihan,60,false,
衣服,いふく,옷,ifuku,60,false,
居間,いま,거실,ima,60,false,
今に,いまに,"머지않아, 곧",imani,60,false,
今にも,いまにも,"언제든지, 곧",imanimo,60,false,
イメージ,イメージ,자신의 이미지,imeeji,50,false,
否,いや,아니,iya,60,false,
以来,いらい,"이후로, 앞으로",irai,60,false,
依頼,いらい,"요구, 의존",irai_2,60,false,
いらいら,いらいら,"긴장, 짜증",iraira,50,false,
いらっしゃい,いらっしゃい,환영,irasshai,50,false,
医療,いりょう,"의료, 진료",iryou,60,false,
岩,いわ,바위,iwa,60,false,
祝い,いわい,"축하, 축제",iwai,50,false,
祝う,いわう,축하하다,iwau,60,false,
言わば,いわば,말하자면,iwaba,60,false,
いわゆる,いわゆる,"이른바, 말하자면",iwayuru,60,false,
インク,インク,잉크,inku,50,false,
印刷,いんさつ,인쇄,insatsu,60,false,
印象,いんしょう,인상,inshou,60,false,
引退,いんたい,퇴직,intai,60,false,
インタビュー,インタビュー,회견,intabyuu,50,false,
引用,いんよう,인용,inyou,50,false,
ウイスキー,ウイスキー,위스키,uisukii,50,false,
上,うわ,"상부, 외부, 표면",uwa,80,false,
魚,うお,물고기,uo,60,false,
うがい,うがい,양치질,ugai,50,false,
受け取る,うけとる,"받다, 받아들이다",uketoru,60,false,
動かす,うごかす,"움직이다, 이동하다",ugokasu,60,false,
兎,うさぎ,토끼,usagi,60,false,
牛,うし,소,ushi,60,false,
失う,うしなう,"잃다, 헤어지다",ushinau,60,false,
疑う,うたがう,"의심하다, 불신하다",utagau,60,false,
宇宙,うちゅう,"우주, 코스모스",uchuu,60,false,
討つ,うつ,"공격하다, 복수하다",utsu,50,false,
撃つ,うつ,"공격하다, 쏘다",utsu_2,60,false,
うっかり,うっかり,"마구, 무심코",ukkari,50,false,
映す,うつす,"투사하다, 반사하다, 투사하다(그림자)",utsusu,50,false,
訴える,うったえる,"(사람을) 고소하다, 항소하다, 고소하다",uttaeru,60,false,
写る,うつる,"사진을 찍다, 투영하다",utsuru,50,false,
映る,うつる,"비치다, 나오다 (사진)",utsuru_2,60,false,
うなる,うなる,신음하다,unaru,50,false,
奪う,うばう,빼앗다,ubau,60,false,
馬,うま,"말, 주교로 승격됨(일본 체스에서는 장기라고 함)",uma,60,false,
生まれ,うまれ,"출생, 출생지",umare,60,false,
有無,うむ,"예 또는 아니오, 존재 또는 부재",umu,60,false,
梅,うめ,"매실, 가장 낮은 (3단계 순위 시스템 중)",ume,60,false,
埋める,うめる,"(자리, 빈 자리를) 채우다, 채우다",umeru,60,false,
裏切る,うらぎる,"배신하다, 배신자로 변하다",uragiru,60,false,
羨ましい,うらやましい,부러워하다,urayamashii,60,false,
売れる,うれる,판매될,ureru,60,false,
噂,うわさ,"소문, 가십",uwasa,60,false,
運,うん,행운,un,60,false,
運転,うんてん,"조작, 운전",unten,60,false,
柄,え,"(칼, 단검 등의) 손잡이, 손잡이",e,60,false,
永遠,えいえん,"영원, 영속, 불멸",eien,60,false,
永久,えいきゅう,"영원, 영속, 불멸",eikyuu,60,false,
影響,えいきょう,"영향, 효과",eikyou,60,false,
営業,えいぎょう,"사업, 무역, 경영",eigyou,60,false,
衛星,えいせい,위성,eisei,60,false,
栄養,えいよう,영양,eiyou,60,false,
笑顔,えがお,(얼굴에) 미소를 짓다,egao,60,false,
描く,えがく,"그리다, 묘사하다",egaku,60,false,
餌,えさ,"먹이, 미끼",esa,60,false,
エネルギー,エネルギー,에너지 (GER: 에너지),enerugii,50,false,
得る,える,"얻다, 이기다, 배우다",eru,60,false,
得る,うる,"얻다, 이기다",uru,60,false,
円,えん,"원, 엔",en,60,false,
延期,えんき,연기,enki,60,false,
演技,えんぎ,"연기, 퍼포먼스",engi,60,false,
援助,えんじょ,"도움, 원조, 지원",enjo,60,false,
エンジン,エンジン,엔진,enjin,50,false,
演説,えんぜつ,"연설, 주소",enzetsu,60,false,
演奏,えんそう,연주,ensou,60,false,
老い,おい,"노년, 노인",oi,60,false,
追い付く,おいつく,"따라잡다, 따라잡다 (～를)",oitsuku,60,false,
王,おう,왕,ou,50,false,
追う,おう,"쫓다, 뒤쫓다",ou_2,60,false,
応援,おうえん,"원조, 도움",ouen,60,false,
王様,おうさま,왕,ousama,50,false,
王子,おうじ,왕자,ouji,60,false,
応じる,おうじる,"적응하다, 대응하다, 준수하다",oujiru,60,false,
横断,おうだん,횡단,oudan,60,false,
終える,おえる,끝내다,oeru,60,false,
大いに,おおいに,"많이, 상당히 (大変 (たいへん)과 동일), 크게",ooini,60,false,
覆う,おおう,"가리다, 숨기다, 감추다",oou,60,false,
大家,おおや,주인,ooya,60,false,
丘,おか,"언덕, 높이",oka,60,false,
沖,おき,넓은 바다,oki,60,false,
奥,おく,"내부, 내부 부분",oku,60,false,
贈る,おくる,"선물하다, 주다, 수여하다",okuru,60,false,
起こる,おこる,발생하다,okoru,60,false,
押える,おさえる,"멈추다, 제지하다, 누르다",osaeru,50,false,
幼い,おさない,"아주 어리다, 유치하다",osanai,60,false,
収める,おさめる,"저장하다, 지불하다, 공급하다",osameru,60,false,
納める,おさめる,"저장하다, 지불하다, 공급하다",osameru_2,60,false,
治める,おさめる,"통치하다, 관리하다, 제압하다",osameru_3,50,false,
お辞儀,おじぎ,절하다,ojigi,60,false,
お洒落,おしゃれ,"세련된 옷차림, 패션에 민감한",oshare,50,false,
お喋り,おしゃべり,"수다쟁이, 이야기하다",oshaberi,60,false,
汚染,おせん,오염,osen,60,false,
恐らく,おそらく,아마도,osoraku,60,false,
