word,hiragana,meaning,romaji,score,used,day
凝らす,こらす,"집중하다, 전념하다, 자세히 들여다보다",korasu,50,false,
ごらんなさい (かん),ごらんなさい (かん),"보세요, (제발) 해보세요",gorannasai_(kan),50,false,
孤立,こりつ,"고립, 무력감",koritsu,60,false,
懲りる,こりる,"경험을 통해 배우다, 혐오감을 느끼다",koriru,50,false,
凝る,こる,굳어지다,koru,50,false,
根気,こんき,"인내심, 인내, 에너지",konki,60,false,
根拠,こんきょ,기초,konkyo,60,false,
混血,こんけつ,혼혈,konketsu,50,false,
コンタクト (レンズ),コンタクト (レンズ),"연락하다, 콘택트 렌즈",kontakuto_(renzu),50,false,
昆虫,こんちゅう,"곤충, 벌레",konchuu,50,false,
根底,こんてい,"뿌리, 기초",kontei,50,false,
混同,こんどう,"혼란, 혼합, 합병",kondou,50,false,
コントラスト,コントラスト,차이,kontorasuto,50,false,
コントロール,コントロール,제어,kontorooru,50,false,
コンパス,コンパス,나침반,konpasu,50,false,
根本,こんぽん,"기초, 뿌리",konpon,50,false,
財,ざい,"행운, 재물",zai,50,false,
再会,さいかい,"다시 만나다, 재회하다",saikai,50,false,
災害,さいがい,"재난, 불행",saigai,60,false,
細菌,さいきん,"간균, 세균",saikin,60,false,
細工,さいく,"일, 장인정신, 트릭",saiku,50,false,
採掘,さいくつ,채광,saikutsu,50,false,
サイクル,サイクル,주기,saikuru,50,false,
採決,さいけつ,"투표, 점호",saiketsu,50,false,
再建,さいけん,(사원이나 신사) 재건축,saiken,50,false,
再現,さいげん,"재생산, 귀환, 부활",saigen,50,false,
財源,ざいげん,"자금, 자원, 재정의 원천",zaigen,50,false,
在庫,ざいこ,비축하다,zaiko,50,false,
採算,さいさん,이익,saisan,50,false,
サイズ,サイズ,크기,saizu,50,false,
再生,さいせい,"재생, 소생",saisei,70,false,
財政,ざいせい,"경제, 재정",zaisei,60,false,
最善,さいぜん,가장 좋은,saizen,60,false,
採択,さいたく,"채택, 선택",saitaku,50,false,
栽培,さいばい,경작,saibai,60,false,
再発,さいはつ,"복귀, 재발",saihatsu,60,false,
細胞,さいぼう,셀,saibou,50,false,
採用,さいよう,"사용하다, 채택하다",saiyou,70,false,
遮る,さえぎる,방해하다,saegiru,50,false,
さえずる,さえずる,"노래하다, 지저귀다, 트위터하다",saezuru,50,false,
冴える,さえる,"맑다, 밝다, 능숙하다",saeru,50,false,
竿,さお,"막대, 기둥(예: 세탁물 건조용)",sao,50,false,
栄える,さかえる,번영하다,sakaeru,60,false,
差額,さがく,"균형, 차이, 여백",sagaku,50,false,
杯,さかずき,와인 잔,sakazuki,50,false,
逆立ち,さかだち,물구나무서기,sakadachi,50,false,
さきに (いぜん),さきに (いぜん),이전에,sakini_(izen),50,false,
詐欺,さぎ,사기,sagi,50,false,
削減,さくげん,"잘라내다, 줄이다",sakugen,50,false,
錯誤,さくご,실수,sakugo,50,false,
作戦,さくせん,"군사 작전, 전술, 전략",sakusen,60,false,
叫び,さけび,"소리치다, 비명을 지르다, 부르짖다",sakebi,50,false,
捧げる,ささげる,"들어 올리다, 주다, 제안하다",sasageru,50,false,
差し掛かる,さしかかる,"가까이 다가가다, 접근하다",sashikakaru,50,false,
指図,さしず,"지시, 위임",sashizu,50,false,
差し出す,さしだす,"제시하다, 제출하다, 내세우다",sashidasu,60,false,
差し支える,さしつかえる,방해하다,sashitsukaeru,60,false,
授ける,さずける,"부여하다, 수여하다, 가르치다",sazukeru,50,false,
摩する,さする,"문지르다, 쓰다듬다",sasuru,50,false,
さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),"나는 확신해요, 확실히, 의심의 여지가 없어요",sazo_(sazoya.sazokashi),50,false,
定まる,さだまる,"안정되다, 고정되다",sadamaru,50,false,
定める,さだめる,결정하다,sadameru,70,false,
座談会,ざだんかい,"심포지엄, 라운드 테이블 토론",zadankai,50,false,
雑,ざつ,"거친, 조잡한",zatsu,50,false,
雑貨,ざっか,잡화,zakka,50,false,
殺人,さつじん,살인,satsujin,50,false,
察する,さっする,"추측하다, 감지하다, 판단하다",sassuru,50,false,
雑談,ざつだん,"채팅, 잡담",zatsudan,60,false,
さっと,さっと,"갑자기, 순조롭게",satto,50,false,
さっぱりする,さっぱりする,새로 고치다,sapparisuru,50,false,
悟る,さとる,"깨달음을 얻다, 이해하다",satoru,60,false,
最中,さなか,"중간에, 한가운데에",sanaka,50,false,
座標,ざひょう,좌표,zahyou,50,false,
さほど,さほど,"그렇지 않아, 그다지 많지는 않아",sahodo,50,false,
サボる,サボる,"수업을 빼먹다(건너뛰다), 일을 게으르게 하다, 시간을 낭비하다",saboru,50,false,
様,さま,"상태, 방법(사람이 어떤 일을 하는 것), 씨 또는 부인",sama,50,false,
寒気,さむけ,"오한, 떨림, 추위",samuke,50,false,
侍,さむらい,사무라이,samurai,50,false,
さも,さも,"즐겁게, 만족스럽게",samo,60,false,
作用,さよう,"작동, 효과, 기능",sayou,50,false,
さらう (こどもを～),さらう (こどもを～),납치하다,sarau_(kodomowo～),50,false,
障る,さわる,"방해하다, 간섭하다, 영향을 미치다",sawaru,50,false,
酸,さん,산,san,50,false,
山岳,さんがく,산,sangaku,50,false,
参議院,さんぎいん,참의원,sangiin,50,false,
産休,さんきゅう,출산 휴가,sankyuu,50,false,
サンキュー,サンキュー,감사합니다,sankyuu_2,50,false,
残金,ざんきん,남은 돈,zankin,50,false,
産後,さんご,"산후, 출산 후",sango,50,false,
残酷,ざんこく,"잔인함, 가혹함",zankoku,60,false,
産出,さんしゅつ,"산출하다, 생산하다",sanshutsu,50,false,
参照,さんしょう,"참고, 상담",sanshou,60,false,
参上,さんじょう,"전화하다, 방문하다",sanjou,50,false,
残高,ざんだか,"(은행) 잔액, 잔액",zandaka,50,false,
サンタクロース,サンタクロース,산타클로스,santakuroosu,50,false,
桟橋,さんばし,부두,sanbashi,50,false,
賛美,さんび,"찬양, 숭배, 영광",sanbi,50,false,
山腹,さんぷく,"언덕, 산허리",sanpuku,50,false,
産婦人科,さんふじんか,산부인과,sanfujinka,50,false,
産物,さんぶつ,"생성물, 결과, 과일",sanbutsu,50,false,
山脈,さんみゃく,산맥,sanmyaku,50,false,
仕上がり,しあがり,"끝내다, 끝, 완성하다",shiagari,50,false,
仕上,しあげ,"끝, 마무리",shiage,50,false,
仕上げる,しあげる,"끝내다, 완료하다",shiageru,60,false,
飼育,しいく,"번식, 사육",shiiku,50,false,
強いて,しいて,"감히 주장하다, 주장하다",shiite,50,false,
シート,シート,"좌석, 시트",shiito,50,false,
ジーパン,ジーパン,청바지,jiipan,50,false,
仕入れる,しいれる,"재고를 확보하다, 재고를 보충하다, 조달하다",shiireru,50,false,
強いる,しいる,강요하다,shiiru,60,false,
潮,しお,조류,shio,50,false,
歯科,しか,치과,shika,50,false,
自我,じが,"자기, 자아",jiga,50,false,
自覚,じかく,자의식이 강한,jikaku,70,false,
仕掛,しかけ,"장치, 트릭, 메커니즘",shikake,50,false,
仕掛ける,しかける,"놓다, 임금을 주다",shikakeru,50,false,
しかしながら,しかしながら,그러나 그럼에도 불구하고,shikashinagara,50,false,
色彩,しきさい,색상,shikisai,50,false,
式場,しきじょう,"예식장, 결혼식 장소(예: 결혼식)",shikijou,50,false,
しきたり,しきたり,"관습, 관행, 전통",shikitari,50,false,
事業,じぎょう,"프로젝트, 기업, 사업",jigyou,70,false,
軽蔑,けいべつ,경멸,keibetsu,50,false,
経歴,けいれき,"개인 이력, 경력",keireki,60,false,
経路,けいろ,"코스, 루트, 채널",keiro,60,false,
けがらわしい,けがらわしい,"더러운, 불공평한",kegarawashii,50,false,
劇団,げきだん,"극단, 연극단",gekidan,50,false,
激励,げきれい,격려,gekirei,50,false,
ゲスト,ゲスト,손님,gesuto,50,false,
獣,けだもの,짐승,kedamono,50,false,
決,けつ,"결정, 투표",ketsu,50,false,
決意,けつい,"결정, 결심",ketsui,60,false,
結核,けっかく,결핵,kekkaku,50,false,
決議,けつぎ,"결의, 투표, 결정",ketsugi,50,false,
結合,けつごう,조합,ketsugou,50,false,
決算,けっさん,"대차대조표, 결산",kessan,50,false,
月謝,げっしゃ,월 수업료,gessha,50,false,
決勝,けっしょう,결승전 (스포츠),kesshou,60,false,
結晶,けっしょう,"결정, 결정화",kesshou_2,50,false,
結成,けっせい,형성,kessei,50,false,
結束,けっそく,"노동조합, 단결",kessoku,50,false,
げっそり,げっそり,"낙담하다, 살이 빠지다",gessori,50,false,
決断,けつだん,"결정, 결심",ketsudan,70,false,
月賦,げっぷ,월부금,geppu,50,false,
欠乏,けつぼう,부족,ketsubou,50,false,
蹴飛ばす,けとばす,"(누군가를) 걷어차다, 걷어차다",ketobasu,50,false,
けなす,けなす,욕하다,kenasu,50,false,
煙たい,けむたい,"연기가 나고, 어색한 느낌",kemutai,50,false,
煙る,けむる,담배를 피우다 (예: 불을 피우다),kemuru,50,false,
獣,けもの,짐승,kemono,50,false,
家来,けらい,"하인, 수행원",kerai,50,false,
下痢,げり,설사,geri,50,false,
権威,けんい,"권위, 권력, 영향력",ken'i,50,false,
兼業,けんぎょう,두 가지 직업을 동시에 갖고 있는,kengyou,50,false,
原形,げんけい,"원래 형태, 기본 형태",genkei,50,false,
原型,げんけい,"프로토타입, 모형, 원형",genkei_2,50,false,
権限,けんげん,"권력, 권위, 관할권",kengen,60,false,
現行,げんこう,"현재, 작동 중",genkou,50,false,
健在,けんざい,"건강하게, 뭐",kenzai,50,false,
原作,げんさく,원작,gensaku,60,false,
検事,けんじ,검사,kenji,50,false,
原子,げんし,원자,genshi,50,false,
元首,げんしゅ,"통치자, 주권자",genshu,50,false,
原書,げんしょ,원본 문서,gensho,50,false,
懸賞,けんしょう,"상을 주다, 승리하다, 보상하다",kenshou,50,false,
健全,けんぜん,"건강, 건전함, 건강한",kenzen,50,false,
元素,げんそ,요소,genso,50,false,
同調,どうちょう,"동정하다, 동의하다, 일치하다",douchou,50,false,
到底,とうてい,(할 수 없다) 아마도,toutei,60,false,
動的,どうてき,"역동적인, 운동적인",douteki,50,false,
尊い,とうとい,"귀중한, 고귀한",toutoi,50,false,
貴い,とうとい,"귀중한, 고귀한",toutoi_2,50,false,
同等,どうとう,"동등, 같은 순위",doutou,70,false,
堂々,どうどう,"웅장하다, 인상적이다",doudou,50,false,
尊ぶ,とうとぶ,"소중히 여기다, 상을 주다, 존중하다",toutobu,50,false,
どうにか,どうにか,어떤 식으로든,dounika,50,false,
投入,とうにゅう,"던지기, 투자하기, 만들기 (전기회로)",tounyuu,60,false,
導入,どうにゅう,"소개, 도입, 인도",dounyuu,60,false,
当人,とうにん,"관계자, 그 사람",tounin,50,false,
同封,どうふう,동봉물(예: 편지),doufuu,50,false,
逃亡,とうぼう,탈출하다,toubou,60,false,
冬眠,とうみん,"동면, 겨울잠",toumin,50,false,
同盟,どうめい,"동맹, 연합, 연맹",doumei,60,false,
どうやら,どうやら,왠지 그럴 것 같아,douyara,60,false,
動力,どうりょく,"힘, 원동력, 동적인 힘",douryoku,50,false,
登録,とうろく,"등록, 기록",touroku,60,false,
討論,とうろん,"논의, 토론",touron,70,false,
遠ざかる,とおざかる,멀리 떠나다,toozakaru,50,false,
遠回り,とおまわり,우회로,toomawari,60,false,
トーン,トーン,음정,toon,50,false,
とかく,とかく,어쨌든,tokaku,50,false,
とがめる,とがめる,"비난하다, 꾸짖다",togameru,50,false,
時折,ときおり,때때로,tokiori,50,false,
とぎれる,とぎれる,"일시 중지하다, 중단되다",togireru,50,false,
研ぐ,とぐ,"갈다, 광택을 내다",togu,50,false,
特技,とくぎ,"특별한 재능, 기능",tokugi,50,false,
独裁,どくさい,"독재, 전제주의",dokusai,60,false,
特産,とくさん,특산품,tokusan,50,false,
独自,どくじ,"독창적인, 특이한, 독특한",dokuji,50,false,
特集,とくしゅう,"특집(예: 신문, 특별판, 보고서)",tokushuu,60,false,
独占,どくせん,전매권,dokusen,70,false,
独創,どくそう,독창,dokusou,50,false,
得点,とくてん,"점수, 득점",tokuten,60,false,
特派,とくは,특사를 보내다,tokuha,50,false,
特有,とくゆう,"특징(～의, 독특한(～의))",tokuyuu,50,false,
とげ (をさす),とげ (をさす),가시,toge_(wosasu),50,false,
遂げる,とげる,"달성하다, 수행하다",togeru,50,false,
～どころか,～どころか,오히려 거리가 멀다,～dokoroka,60,false,
年頃,としごろ,"나이, 결혼 적령기, 청소년기",toshigoro,50,false,
戸締り,とじまり,"닫다, 문을 잠그다",tojimari,50,false,
途上,とじょう,"경로 중/중, 중간",tojou,50,false,
土台,どだい,기초,dodai,70,false,
途絶える,とだえる,"멈추다, 끝나다",todaeru,50,false,
特許,とっきょ,"특별 허가, 특허",tokkyo,50,false,
特権,とっけん,"특권, 특별한 권리",tokken,60,false,
とっさに,とっさに,즉시,tossani,60,false,
突如,とつじょ,갑자기,totsujo,50,false,
とって,とって,"손잡이, 그립",totte,50,false,
突破,とっぱ,"돌파하다, 침투하다",toppa,60,false,
土手,どて,"제방, 은행",dote,50,false,
届,とどけ,"신고, 통지, 등록",todoke,50,false,
滞る,とどこおる,"정체되다, 지체되다",todokooru,50,false,
整える,ととのえる,"정리하다, 조정하다, 준비하다, 돈을 모으기 위해",totonoeru,70,false,
止める,とどめる,"끝내다, 그만두다, 사임하다",todomeru,60,false,
唱える,となえる,"낭송하다, 노래하다, 부르다",tonaeru,50,false,
殿様,とのさま,영주,tonosama,50,false,
土俵,どひょう,투기장,dohyou,50,false,
扉,とびら,"문, 여는 것",tobira,60,false,
溝,どぶ,"도랑, 배수구, 틈새",dobu,60,false,
徒歩,とほ,"걷기, 걸어서 가다",toho,60,false,
土木,どぼく,공공사업,doboku,50,false,
とぼける,とぼける,"멍청한 척하다, 무지한 척하다, 순진한 척하다, 멍한 표정을 짓다, 바보처럼 행동하다, 쇠약해지다",tobokeru,50,false,
乏しい,とぼしい,"빈약한, 부족한, 힘든, 가난한",toboshii,70,false,
富,とみ,"부, 행운",tomi,60,false,
富む,とむ,부자가 되다,tomu,60,false,
共稼ぎ,ともかせぎ,(남편과 아내가) 함께 일하며 생계를 유지하다,tomokasegi,50,false,
伴う,ともなう,"동행하다, 데리고 가다",tomonau,60,false,
共働き,ともばたらき,맞벌이 소득(남편과 아내가 모두 일함),tomobataraki,60,false,
ドライ,ドライ,마른,dorai,50,false,
ドライクリーニング,ドライクリーニング,드라이 클리닝,doraikuriiningu,50,false,
ドライバー,ドライバー,드라이버,doraibaa,50,false,
ドライブイン,ドライブイン,운전하다,doraibuin,50,false,
トラブル,トラブル,문제 (때때로 동사로 사용됨),toraburu,50,false,
トランジスター,トランジスター,트랜지스터,toranjisutaa,50,false,
とりあえず,とりあえず,"일단, 우선 당분간은",toriaezu,50,false,
取扱,とりあつかい,"치료, 취급, 관리",toriatsukai,60,false,
取り扱う,とりあつかう,처리하다,toriatsukau,50,false,
鳥居,とりい,신사 아치길,torii,50,false,
取り替え,とりかえ,교환하다,torikae,50,false,
取り組む,とりくむ,"태클을 걸다, 시합에 참여하다, 맞서 싸우다",torikumu,60,false,
取締り,とりしまり,"통제, 단속, 감독",torishimari,50,false,
取り締まる,とりしまる,"단속하다, 통제하다, 감독하다",torishimaru,50,false,
取り調べる,とりしらべる,조사하다,torishiraberu,50,false,
取り立てる,とりたてる,"수집하다, 강탈하다",toritateru,50,false,
取り次ぐ,とりつぐ,"(누군가를) 알리다, (메시지)를 전달하다, 대리인 역할을 하다",toritsugu,50,false,
取り付ける,とりつける,"제공하다, 설치하다, 누군가의 동의를 얻으려면",toritsukeru,50,false,
取り除く,とりのぞく,"제거하다, 떼어내다, 분리하다",torinozoku,60,false,
取引,とりひき,"거래, 사업",torihiki,60,false,
取り巻く,とりまく,둘러싸다,torimaku,50,false,
取り混ぜる,とりまぜる,"섞다, 합치다",torimazeru,50,false,
取り戻す,とりもどす,되찾다,torimodosu,60,false,
取り寄せる,とりよせる,"주문하다, 멀리 보내다",toriyoseru,60,false,
ドリル,ドリル,송곳,doriru,50,false,
副,とりわけ,"특히, 무엇보다도",toriwake,60,false,
とろける,とろける,"녹다, 매혹되다",torokeru,50,false,
鈍感,どんかん,둔감,donkan,50,false,
とんだ,とんだ,"끔찍하다, 심각하다, 절대 그렇지 않다",tonda,50,false,
度忘れ,どわすれ,"기억상실, 잠시 잊어버리다",dowasure,50,false,
問屋,とんや,도매점,tonya,50,false,
内閣,ないかく,"내각, (정부)",naikaku,50,false,
乃至,ないし,"...에서, 사이...그리고, 또는",naishi,50,false,
内緒,ないしょ,"비밀, 사생활",naisho,60,false,
内心,ないしん,"가장 깊은 생각, 진정한 의도, 가장 깊은 마음",naishin,50,false,
内蔵,ないぞう,"내부 장기, 내장",naizou,50,false,
ナイター,ナイター,"조명 아래에서 하는 게임(예: 야구), 야간 게임",naitaa,50,false,
内部,ないぶ,내부,naibu,60,false,
内乱,ないらん,"내전, 국내 갈등",nairan,50,false,
内陸,ないりく,내륙,nairiku,50,false,
苗,なえ,벼 모종,nae,50,false,
なおさら,なおさら,"더욱, 더욱 적게",naosara,50,false,
流し,ながし,싱크대,nagashi,50,false,
長々,ながなが,"길다, 늘어지다, 아주 길다",naganaga,50,false,
中程,なかほど,중간,nakahodo,50,false,
渚,なぎさ,"물가, 해변, 해안",nagisa,50,false,
嘆く,なげく,"한숨을 쉬다, 한탄하다, 슬퍼하다",nageku,60,false,
投げ出す,なげだす,"버리다, 내쫓다",nagedasu,50,false,
仲人,なこうど,중매인,nakoudo,50,false,
和やか,なごやか,"온화한, 차분한, 조화로운",nagoyaka,60,false,
名残,なごり,"유적, 흔적, 기억",nagori,50,false,
情け,なさけ,"동정, 연민",nasake,50,false,
情無い,なさけない,"비참하다, 불쌍하다, 부끄럽다",nasakenai,50,false,
情深い,なさけぶかい,"다정한 마음, 동정심 많은",nasakebukai,50,false,
詰る,なじる,꾸짖다,najiru,50,false,
名高い,なだかい,"유명한, 잘 알려진",nadakai,50,false,
雪崩,なだれ,눈사태,nadare,50,false,
懐く,なつく,감정적으로 애착을 가지게 되다,natsuku,50,false,
名付ける,なづける,이름을 짓다,nazukeru,50,false,
何気ない,なにげない,"캐주얼한, 무관심한",nanigenai,50,false,
なにとぞ,なにとぞ,"제발, 부디, 꼭",nanitozo,50,false,
なにより,なにより,"가장, 최고",naniyori,50,false,
ナプキン,ナプキン,냅킨,napukin,50,false,
名札,なふだ,"명찰, 이름표",nafuda,50,false,
生臭い,なまぐさい,"생선이나 피 냄새, 생선이나 고기 냄새",namagusai,50,false,
生温い,なまぬるい,"미지근한, 마음이 반듯한",namanurui,50,false,
生身,なまみ,"살아있는 살, 살과 피, 빠른 것",namami,50,false,
鉛,なまり,납(금속),namari,50,false,
滑らか,なめらか,"매끄러움, 유리질",nameraka,60,false,
嘗める,なめる,"핥다, 경험하다, 놀리려고",nameru,50,false,
悩ましい,なやましい,"매혹적인, 우울한, 나른한",nayamashii,50,false,
悩ます,なやます,괴롭히다,nayamasu,50,false,
悩み,なやみ,"문제, 걱정, 괴로움",nayami,70,false,
並びに,ならびに,그리고,narabini,50,false,
成り立つ,なりたつ,"구성하다, 실용적이다(논리적, 실현 가능, 실행 가능함), 결론을 내리다, 진실을 유지하다",naritatsu,60,false,
なるたけ,なるたけ,가능하다면 최대한,narutake,50,false,
慣れ,なれ,"연습, 경험",nare,60,false,
馴々しい,なれなれしい,"익숙하다, 자유롭게 하다",narenareshii,50,false,
～なんか,～なんか,적어도 ～,～nanka,50,false,
ナンセンス,ナンセンス,무의미한 말,nansensu,50,false,
何だか,なんだか,"조금, 다소, 어떻게든",nandaka,50,false,
なんだかんだ,なんだかんだ,뭔가 또는 다른,nandakanda,50,false,
なんなり,なんなり,뭐든지 뭐든지,nannari,50,false,
荷,に,"짐, 수하물, 화물",ni,50,false,
似通う,にかよう,밀접하게 닮다,nikayou,50,false,
にきび,にきび,여드름,nikibi,50,false,
賑わう,にぎわう,"번영하다, 사람들로 북적거리다",nigiwau,50,false,
憎しみ,にくしみ,증오,nikushimi,70,false,
肉親,にくしん,"혈연, 혈족",nikushin,50,false,
肉体,にくたい,"몸, 살",nikutai,60,false,
逃げ出す,にげだす,"도망가다, ～로부터 탈출하다",nigedasu,50,false,
西日,にしび,서쪽으로 가는 태양,nishibi,50,false,
