word,hiragana,meaning,romaji,score,used,day
熱心,ねっしん,열광,nesshin,60,false,
始める,はじめる,시작하다,hajimeru,60,false,
もらう,もらう,받다,morau,50,false,
泣く,なく,울다,naku,60,false,
治る,なおる,"나아지기 위해, 질병에서 회복하다 (v.i.)",naoru,60,false,
熱,ねつ,"발열, 체온",netsu,60,false,
お祭り,おまつり,제전,omatsuri,60,false,
水道,すいどう,"수도 서비스, 급수관",suidou,60,false,
匂い,におい,냄새,nioi,60,false,
ベル,ベル,벨,beru,50,false,
赤ん坊,あかんぼう,아기,akanbou,60,false,
おかしい,おかしい,"이상한, 재미있는",okashii,50,false,
事故,じこ,사고,jiko,60,false,
変,へん,이상한,hen,60,false,
辞典,じてん,"백과사전, 참고서",jiten,60,false,
残る,のこる,"남아있다 (v.i.), 남겨지다",nokoru,60,false,
立てる,たてる,(무엇을) 세우다,tateru_2,60,false,
くれる,くれる,"주다, ～을 위해 하다",kureru,50,false,
～員,～いん,～의 회원,～in,50,false,
原因,げんいん,"원인, 유래, 근원",gen'in,50,false,
驚く,おどろく,놀라다,odoroku,60,false,
いただく,頂く,"-- たべ루 및 のむ에 대한 매우 겸손한 표현, も ру 에 대한 겸손한 표현 --",itadaku,50,false,
祖母,そぼ,할머니,sobo,60,false,
場所,ばしょ,"장소, 위치",basho,60,false,
答,こたえ,"대답, 응답",kotae,50,false,
もちろん,もちろん,"확실히, 물론이지",mochiron,60,false,
漬ける,つける,"담그다, 적시다",tsukeru,50,false,
受付,うけつけ,리셉션(ist) 데스크,uketsuke,60,false,
内,うち,안에,uchi,60,false,
スクリーン,スクリーン,화면,sukuriin,50,false,
増える,ふえる,증가하다,fueru,60,false,
または,または,또는 그렇지 않으면,mataha,60,false,
けがする,けがする,"(물체를 움직이게 하기 위해) 상처를 입히다, 다치게 하다",kegasuru,50,false,
以下,いか,이하,ika,60,false,
選ぶ,えらぶ,선택하다,erabu,60,false,
～ばかり,～ばかり,"방금 ～했어요, 단지",～bakari,70,false,
心,こころ,마음,kokoro,60,false,
～だす,～だす,～을 시작하다,～dasu,60,false,
サラダ,サラダ,샐러드,sarada,50,false,
届ける,とどける,배달하다 (v.t.),todokeru,60,false,
挨拶,あいさつする,인사하다,aisatsusuru,60,false,
景色,けしき,풍경,keshiki,60,false,
確か,たしか,"내 기억이 맞다면, 확실한",tashika,60,false,
ステーキ,ステーキ,스테이크,suteeki,50,false,
食料品,しょくりょうひん,식료품,shokuryouhin,60,false,
森,もり,숲,mori,60,false,
以内,いない,"이내, 이하(더 이상)",inai,60,false,
予定,よてい,"계획, 배열, 일정",yotei,60,false,
オーバー,オーバー,"외투, 초과하다, 과장하다",oobaa,50,false,
乾く,かわく,건조해지다,kawaku,60,false,
石,いし,결석,ishi,60,false,
思い出す,おもいだす,기억하다,omoidasu,60,false,
踊る,おどる,춤을 추다,odoru,60,false,
細かい,こまかい,"작은, 알았어, 잠깐만",komakai,60,false,
塗る,ぬる,"칠하다, 회반죽하다",nuru,60,false,
ご主人,ごしゅじん,"(너의, 그녀의) 남편",goshujin,60,false,
珍しい,めずらしい,"특이한, 희귀한",mezurashii,60,false,
用,よう,"심부름, 일, 사업(처리하다)",you,60,false,
公務員,こうむいん,공무원,koumuin,60,false,
お嬢さん,おじょうさん,(누군가의) 딸 (공손한),ojousan,60,false,
用意,ようい,준비,youi,60,false,
探す,さがす,"검색하다, 찾다",sagasu,60,false,
形,かたち,모양,katachi,60,false,
運転,うんてんする,운전,untensuru,60,false,
すっかり,すっかり,"모두, 완전히",sukkari,60,false,
アナウンサー,アナウンサー,아나운서,anaunsaa,50,false,
お土産,おみやげ,기념품,omiyage,60,false,
消しゴム,けしゴム,지우개,keshigomu,60,false,
旅館,りょかん,일본식 여관,ryokan,60,false,
海岸,かいがん,"해안, 해변",kaigan,60,false,
寂しい,さびしい,외로운,sabishii,60,false,
火,ひ,불,hi_2,60,false,
育てる,そだてる,"올리다 (v.t.), 키우다",sodateru,60,false,
味噌,みそ,된장,miso,50,false,
お祝い,おいわい,축하,oiwai,60,false,
乗り物,のりもの,차량,norimono,60,false,
案内,あんないする,"정보, 안내",annaisuru,60,false,
通う,かよう,"앞뒤로 이동하기 위해, 통근하다",kayou,60,false,
連れる,つれる,"(사람을) 이끌다, 데려가다",tsureru,60,false,
技術,ぎじゅつ,기술,gijutsu,60,false,
小鳥,ことり,작은 새,kotori,60,false,
下宿,げしゅく,"숙소, 하숙집",geshuku,60,false,
ジャム,ジャム,잼,jamu,50,false,
招待,しょうたいする,초대,shoutaisuru,60,false,
鏡,かがみ,거울,kagami,60,false,
はず,はず,그래야지,hazu,50,false,
法律,ほうりつ,법,houritsu,60,false,
進む,すすむ,"전진하다, 진행하다",susumu,60,false,
楽む,たのしむ,즐기다,tanoshimu,60,false,
貿易,ぼうえき,거래,boueki,60,false,
反対,はんたい,"반대하다, 저항하다",hantai,60,false,
おる,おる,-- '있다'에 대한 매우 겸손한 표현 --,oru_2,50,false,
申す,もうす,-- 매우 겸손한(겸손한) 표현: 言(い우) --,mousu,60,false,
試験,しけん,시험,shiken,60,false,
真面目,まじめ,"부지런한, 진지한",majime,60,false,
ごらんになる,ごらんになる,-- まり에 대한 존댓말 --,goranninaru,50,false,
店員,てんいん,"사무원, 상점 직원",ten'in,50,false,
泊まる,とまる,(over night) 머물다 (v.i.),tomaru,60,false,
よろしい,よろしい,(아님.) 알았어 알았어 알았어,yoroshii,50,false,
今夜,こんや,"오늘 저녁, 오늘 밤",konya,50,false,
おつり,おつり,"변화, 구매자에게 반환된 잔액",otsuri,50,false,
チェックする,チェックする,확인하다,chekkusuru,50,false,
会話,かいわ,대화,kaiwa,60,false,
空気,くうき,"공기, 분위기",kuuki,60,false,
交通,こうつう,교통,koutsuu,60,false,
ワープロ,ワープロ,워드 프로세서,waapuro,50,false,
喜ぶ,よろこぶ,기뻐하다,yorokobu,60,false,
急行,きゅうこう,급행열차나 버스,kyuukou,60,false,
皆,みな,모든 사람,mina,60,false,
味,あじ,맛,aji,60,false,
空港,くうこう,공항,kuukou,60,false,
手袋,てぶくろ,장갑),tebukuro,60,false,
校長,こうちょう,교장,kouchou,60,false,
ごちそう,ごちそう,"잔치, 치료 (누군가)",gochisou,50,false,
踊り,おどり,춤,odori,60,false,
興味,きょうみ,(뭔가에) 관심,kyoumi,60,false,
引っ越す,ひっこす,새로운 거주지로 이사하기 위해,hikkosu,60,false,
冷房,れいぼう,"냉방, 에어컨",reibou,60,false,
都合,つごう,"상황, 편의",tsugou,60,false,
遠慮,えんりょする,"자제하다, 보류하다, 주저하다",enryosuru,60,false,
亡くなる,なくなる,세상을 떠나다,nakunaru_2,60,false,
科学,かがく,과학,kagaku,60,false,
はっきり,はっきり,"분명히, 뚜렷하게",hakkiri,60,false,
差し上げる,さしあげる,--あげRU의 겸허한 표현 --,sashiageru,60,false,
気持ち,きもち,"느낌, 감각, 기분",kimochi,60,false,
祖父,そふ,할아버지,sofu,60,false,
港,みなと,항구,minato,60,false,
予約,よやく,예약,yoyaku,60,false,
凄い,すごい,훌륭하다,sugoi,60,false,
入学,にゅうがくする,학교나 대학교 입학,nyuugakusuru,70,false,
片付ける,かたづける,(청소하다) 정돈하다 (동사) 치워두다,katazukeru,60,false,
写す,うつす,"복사하다 (v.t.), 사진을 찍다",utsusu,60,false,
パソコン,パソコン,(개인용) 컴퓨터,pasokon,50,false,
部長,ぶちょう,부서(부서) 과장,buchou,60,false,
火事,かじ,불,kaji,60,false,
足す,たす,(숫자를) 더하다,tasu,60,false,
教会,きょうかい,교회,kyoukai,60,false,
彼ら,かれら,그들(보통 남자),karera,70,false,
一杯,いっぱい,"가득 차다, 최대한으로",ippai,60,false,
アメリカ,アメリカ,미국,amerika,50,false,
男性,だんせい,남성,dansei,60,false,
理由,りゆう,이유,riyuu,60,false,
生産,せいさんする,"생산, 생산하다",seisansuru,70,false,
着物,きもの,"키모노, 일본 전통 의상",kimono,50,false,
おもちゃ,おもちゃ,장난감,omocha,50,false,
暮れる,くれる,"어두워지다, 끝나다",kureru_2,60,false,
釣る,つる,낚시하다,tsuru,60,false,
～ちゃん,～ちゃん,친숙한(여성) 사람을 가리키는 접미사,～chan,50,false,
打つ,うつ,때리다,utsu,60,false,
あんな,あんな,그런,anna,50,false,
謝る,あやまる,사과하다,ayamaru,60,false,
昼間,ひるま,"낮, 낮에",hiruma,60,false,
教育,きょういく,교육,kyouiku,60,false,
女性,じょせい,여성,josei,60,false,
米,こめ,생 쌀,kome,60,false,
邪魔,じゃま,"방해, 침입",jama,60,false,
国際,こくさい,국제적인,kokusai,60,false,
隅,すみ,모서리,sumi,60,false,
伺う,うかがう,"行KU(いKU), 聞KU(KIKU) 및 来uru(KURU)의 겸손한 형태",ukagau_2,60,false,
再来週,さらいしゅう,다음 주,saraishuu,50,false,
夢,ゆめ,꿈,yume,60,false,
喉,のど,목,nodo,60,false,
最近,さいきん,"최근, 가장 최근, 최신",saikin,60,false,
周り,まわり,주위,mawari,60,false,
歴史,れきし,역사,rekishi,60,false,
不便,ふべん,불편,fuben,60,false,
血,ち,피,chi,60,false,
～続ける,～つづける,～을 계속하다,～tsuzukeru,60,false,
毛,け,"머리카락, 모피",ke,60,false,
ひどい,ひどい,"끔찍한, 불공평한, 잔인한",hidoi,50,false,
例えば,たとえば,예를 들어,tatoeba,50,false,
中々,なかなか,"매우, 상당히, 꽤",nakanaka,50,false,
随分,ずいぶん,극도로,zuibun,70,false,
～やすい,～やすい,하기 쉽다 ～,～yasui,60,false,
押し入れ,おしいれ,벽장,oshiire,60,false,
電灯,でんとう,전등,dentou,60,false,
叱る,しかる,꾸짖다,shikaru,60,false,
サンダル,サンダル,샌들,sandaru,50,false,
びっくりする,びっくりする,놀라다,bikkurisuru,50,false,
うまい,うまい,"맛있는, 잘 만들어진, 운이 좋은",umai,50,false,
変える,かえる,"바꾸다, 변화시키다",kaeru,60,false,
講堂,こうどう,강당,koudou,60,false,
子,こ,어린이,ko,50,false,
沸かす,わかす,끓이다,wakasu,60,false,
レジ,レジ,등록하다,reji,50,false,
しばらく,しばらく,잠깐,shibaraku,50,false,
特に,とくに,특히,tokuni,60,false,
空く,あく,"열다, 비우다 (비어지다)",aku,60,false,
計画,けいかくする,"계획, 프로젝트, 일정",keikakusuru,60,false,
通り,とおり,～ 거리,toori,60,false,
下着,したぎ,속옷,shitagi,60,false,
経済,けいざい,"경제, 금융",keizai,60,false,
こう,こう,이렇게,kou,50,false,
是非,ぜひ,"확실히, 꼭, 어김없이",zehi,60,false,
裏,うら,뒷면,ura,60,false,
為,ため,"좋아, 이점을 위해서",tame,50,false,
おいでになる,おいでになる,(여보.) 되려고,oideninaru,50,false,
変わる,かわる,"변화시키다 (v.i.), 변형시키다, 변화시키다",kawaru,60,false,
以外,いがい,～을 제외하고,igai,50,false,
済む,すむ,끝내다,sumu,60,false,
ハンバーグ,ハンバーグ,햄버거 스테이크,hanbaagu,50,false,
市,し,도시,shi,60,false,
引き出し,ひきだし,서랍,hikidashi,60,false,
遊び,あそび,놀다,asobi,60,false,
支度,したくする,준비,shitakusuru,60,false,
～始める,～はじめる,～을 시작하다,～hajimeru,60,false,
見える,みえる,"눈에 보이도록, -- 정중한 동사 의미 来uru(kuuru) --",mieru,60,false,
十分,じゅうぶん,충분한,juubun,60,false,
音,おと,"소리, 메모",oto,60,false,
きっと,きっと,"확실히, 의심할 여지 없이",kitto,50,false,
まず,まず,"(무엇보다도) 먼저, 시작하려면",mazu,60,false,
遠く,とおく,"멀리, 먼",tooku,60,false,
大体,だいたい,"약, 대부분의 경우, 일반적으로, 처음부터 (もともと와 동일)",daitai,60,false,
折れる,おれる,"부수다, 접히다, 포기하다, (모퉁이를) 돌리다",oreru,60,false,
正しい,ただしい,옳은,tadashii,60,false,
輸入,ゆにゅう,수입,yunyuu,60,false,
返事,へんじ,대답하다,henji,60,false,
都,と,대주교,to,60,false,
産業,さんぎょう,산업,sangyou,60,false,
伝える,つたえる,"(메시지)를 전달하다, 말하다, 보고하다",tsutaeru,60,false,
お金持ち,かねもち; おかねもち,호부,kanemochi;_okanemochi,50,false,
説明,せつめい,설명,setsumei,60,false,
島,しま,섬,shima,60,false,
道具,どうぐ,도구,dougu,60,false,
滑る,すべる,미끄러지다,suberu,60,false,
それほど,それほど,"그 정도, 정도",sorehodo,60,false,
以上,いじょう,"이상, 이게 다야",ijou,70,false,
～まま,～まま,그대로,～mama,60,false,
特急,とっきゅう,특급 (급행보다 빠른 열차),tokkyuu,60,false,
プレゼント,プレゼント,선물,purezento,50,false,
～(に) よると,～(に) よると,～에 따르면,～(ni)_yoruto,50,false,
妻,つま,아내 (겸손),tsuma,60,false,
帰り,かえり,돌아오다,kaeri,60,false,
具合,ぐあい,"상태, 건강",guai,60,false,
堅; 硬; 固い,かたい,"단단한, 확고한",katai,50,false,
駐車場,ちゅうしゃじょう,주차장,chuushajou,60,false,
スーツ,スーツ,정장,suutsu,50,false,
危険,きけん,위험,kiken,60,false,
髪,かみ,머리카락,kami,60,false,
天気予報,てんきよほう,일기 예보,tenkiyohou,60,false,
彼女,かのじょ,"여자 친구, 그녀",kanojo,60,false,
間,あいだ,"공간, 간격",aida,50,false,
卒業,そつぎょう,눈금,sotsugyou,60,false,
それで,それで,"그리고 (conj.), 그 때문에, 그것 때문에",sorede,60,false,
枝,えだ,"가지, 나뭇가지",eda,60,false,
専門,せんもん,"주요한, 전문",senmon,60,false,
そろそろ,そろそろ,"점차적으로, 곧",sorosoro,60,false,
送る,おくる,"보내다, 파견하다",okuru,60,false,
あげる,あげる,주다,ageru,60,false,
騒ぐ,さわぐ,"소리를 지르다, 떠들다",sawagu,60,false,
尋ねる,たずねる,문의하다,tazuneru,60,false,
放送,ほうそうする,방송,housousuru,60,false,
政治,せいじ,정치,seiji,60,false,
市民,しみん,시민,shimin,60,false,
ファックス,ファックス,팩스,fakkusu,50,false,
負ける,まける,"(게임)에 지다 (v.i.), 패배하다",makeru,60,false,
指輪,ゆびわ,(손가락) 반지,yubiwa,60,false,
田舎,いなか,시골,inaka,60,false,
見つける,みつける,"발견하다, 찾다 (v.t.)",mitsukeru,60,false,
高校生,こうこうせい,고등학생,koukousei,60,false,
講義,こうぎ,강의,kougi,60,false,
そんなに,そんなに,"너무 많이, 그렇게",sonnani,60,false,
昼休み,ひるやすみ,"점심시간, 정오 쉬는 시간",hiruyasumi,60,false,
忘れ物,わすれもの,"잃어버린 물건, 잊혀진 것",wasuremono,60,false,
下りる,おりる,"내려오다, 가다, 내려와",oriru,50,false,
腕,うで,팔 (몸을 기준으로),ude,60,false,
訳,わけ,"이유, 설명",wake,70,false,
承知,しょうちする,"동의, 수용",shouchisuru,60,false,
日記,にっき,"일기, 일지",nikki,60,false,
高校; 高等学校,こうこう; こうとうがっこう,고등학교,koukou;_koutougakkou,50,false,
似る,にる,"닮다, 유사하다",niru,60,false,
～おわる,～おわる,～을 끝내다,～owaru,60,false,
暖房,だんぼう,난방,danbou,60,false,
留守,るす,"결석, 집에 없어",rusu,60,false,
割合,わりあい,"비율, 백분율",wariai,60,false,
寺,てら,절,tera,60,false,
慣れる,なれる,익숙해지다,nareru,60,false,
普通,ふつう,"흔한, 평소",futsuu,60,false,
手伝う,てつだう,돕기 위해,tetsudau,60,false,
なるほど,なるほど,"알겠어요, 나는 이제 이해한다",naruhodo,60,false,
くださる,くださる,"(hon.) 주다, 수여하다",kudasaru,50,false,
息子,むすこ,(겸손한) 아들,musuko,60,false,
お子さん,おこさん,(다른 사람의) 아이 (공손한),okosan,50,false,
会場,かいじょう,"장소, 모임 장소",kaijou,60,false,
笑う,わらう,웃다,warau,60,false,
運ぶ,はこぶ,운반하다,hakobu,60,false,
